title,gender,country,desc,category,imgURL,price,sale,operation
Утеплённая парка с искусственным мехом,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 2,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Утеплённая куртка вариант 2,Мужской,Россия,"Утеплённая куртка

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- 2 внутренних и 2 внешних кармана
- Длина: 94 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/0bc/686_950_ec39/38657410299.jpg,6999,20,create
Утеплённая парка с искусственным мехом вариант 3,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 4,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном вариант 2,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом вариант 2,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном вариант 2,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Утеплённая куртка вариант 3,Мужской,Россия,"Утеплённая куртка

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- 2 внутренних и 2 внешних кармана
- Длина: 94 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/0bc/686_950_ec39/38657410299.jpg,6999,20,create
Утеплённая парка с искусственным мехом вариант 5,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 6,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном вариант 3,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом вариант 3,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном вариант 3,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Утеплённая куртка вариант 4,Мужской,Россия,"Утеплённая куртка

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- 2 внутренних и 2 внешних кармана
- Длина: 94 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/0bc/686_950_ec39/38657410299.jpg,6999,20,create
Утеплённая парка с искусственным мехом вариант 7,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 8,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном вариант 4,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом вариант 4,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном вариант 4,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Утеплённая куртка вариант 5,Мужской,Россия,"Утеплённая куртка

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- 2 внутренних и 2 внешних кармана
- Длина: 94 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/0bc/686_950_ec39/38657410299.jpg,6999,20,create
Утеплённая парка с искусственным мехом вариант 10,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 9,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном вариант 5,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом вариант 5,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном вариант 5,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Утеплённая куртка вариант 6,Мужской,Россия,"Утеплённая куртка

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- 2 внутренних и 2 внешних кармана
- Длина: 94 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/0bc/686_950_ec39/38657410299.jpg,6999,20,create
Утеплённая парка с искусственным мехом вариант 10,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/fee/686_950_8ae6/38659770299.jpg,4999,20,create
Утеплённая парка с искусственным мехом вариант 10,Мужской,Китай,"Утеплённая парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию и кнопки
- Ветрозащитная планка
- Декоративный шеврон на рукаве
- Кулиска по линии талии
- 4 внешних кармана и 2 внутренних кармана
- Длина: 97 см

Страна производства: Китай
Состав
Верх: 100% Полиэстер; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/45e/686_950_50c3/36479620299.jpg,5499,20,create
Базовая утеплённая куртка скапюшоном вариант 6,Мужской,Вьетнам,"Базовая утеплённая куртка с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- 2 внешних и 1 внутренний карман
- Центральная застёжка на молнии
- Длина: 76 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/534/686_950_def9/39315940299.jpg,2999,0,create
Парка с искусственным мехом вариант 6,Мужской,Вьетнам,"Парка с искусственным мехом

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный регулируемый капюшон
- Застёжка на молнию
- Ветрозащитная планка
- 6 внешних и 1 внутренний карман
- Резинка на манжетах
- Декоративный шеврон на рукаве
- Длина: 93 см

Страна производства: Китай
Состав
Верх: 65% Полиэстер, 35% Хлопок; Подкладка 1: 100% Полиэстер; Подкладка 2: 100% Хлопок; Утеплитель: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/eba/686_950_ca99/38660020299.jpg,5299,0,create
Стёганая куртка-бомбер с капюшоном вариант 6,Мужской,Россия,"Стёганая куртка-бомбер с капюшоном

- Ткань верха с водоотталкивающей пропиткой
- Несъёмный капюшон
- Застёжка на молнию
- Декоративный шеврон на рукаве
- 2 внешних кармана и 2 внутренних кармана
- Резинка по низу и на манжетах
- Длина: 69 см

Страна производства: Китай
Состав
Верх: 100% Нейлон; Подкладка: 100% Полиэстер; Наполн: 100% Полиэстер",Куртки,https://img.ostin.com/upload/mdm/media_content/resize/c66/686_950_613e/36479660299.jpg,2999,0,create
Джемпер структурной вязки,Женский,Вьетнам,"Джемпер структурной вязки

- Цельновязаный воротник-стойка
- Структурная горизонтальная вязка
- Рукава 3/4
- Свободный силуэт
- Fit: Loose

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
38% Нейлон, 34% Вискоза, 12% Полиэстер, 9% Ангорская шерсть, 7% Металлизированная нить",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/08d/686_950_7c01/39229240299.jpg,2499,15,create
Джемпер структурной вязки c люрексом,Женский,Китай,"Джемпер структурной вязки c люрексом

- Вырез горловины «лодочка»
- Рукава 3/4 «летучая мышь»
- Выполнен из акриловой пряжи с люрексом
- Комфортный фит
- Fit: Comfort

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Бангладеш
Состав
95% Акрил, 3% Полиэстер, 2% Метализир. в-но",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/197/686_950_ae8b/39229400299.jpg,1799,0,create
Джемпер структурной вязки вариант 2,Женский,Россия,"Джемпер структурной вязки

- Вырез горловины «лодочка»
- Длинные рукава «летучая мышь»
- Структурная вязка
- Комфортный фит
- Fit:Comfort

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
50% Вискоза, 30% Полиэстер, 20% Нейлон",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/e0b/686_950_11db/39345210299.jpg,1599,10,create
Структурный вязаный джемпер,Женский,Китай,"Структурный вязаный джемпер

- Джемпер с рукавами 3/4 выполнен из хлопковой пряжи с люрексом
- Вырез горловины «лодочка»
- Рукава 3/4 реглан
- Структурная вязка
- Полуприлегающий силуэт
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Китай
Состав
48% Акрил, 38% Хлопок, 9% Полиэстер, 5% Метализир. в-но",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/3df/686_950_54d8/38710260299.jpg,1999,0,create
Структурный джемпер с воротником-стойкой,Женский,Китай,"Структурный джемпер с воротником-стойкой

- Джемпер выполнен из пряжи с большим содержанием вискозы
- Горловина-стойка
- Длинные рукава
- Манжеты и низ заканчиваются резинками
- Объёмная вязка
- Полуприлегающий силуэт
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Китай
Состав
53% Вискоза, 30% Полиэстер, 17% Нейлон",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/da1/686_950_807e/38548510299.jpg,1999,0,create
Структурный вязаный джемпер вариант 2,Женский,Россия,"Структурный джемпер с воротником-стойкой

- Джемпер выполнен из пряжи с большим содержанием вискозы
- Горловина-стойка
- Длинные рукава
- Манжеты и низ заканчиваются резинками
- Объёмная вязка
- Полуприлегающий силуэт
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Китай
Состав
53% Вискоза, 30% Полиэстер, 17% Нейлон",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/dbc/686_950_d3ee/38710430299.jpg,1999,0,create
Джемпер с геометрическим жаккардом,Мужской,Вьетнам,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/056/686_950_5ad0/39038810299.jpg,2499,15,create
Джемпер структурной вязки мужской,Мужской,Вьетнам,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/bcd/686_950_f5d6/39039040299.jpg,1499,0,create
Джемпер со структурной полочкой,Мужской,Россия,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/63a/686_950_dd18/39039330299.jpg,5899,0,create
Джемпер с платировкой,Мужской,Вьетнам,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/5aa/686_950_0044/39039980299.jpg,9999,0,create
Базовый джемпер,Мужской,Россия,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/9f4/686_950_8db8/39312600299.jpg,8299,10,create
Джемпер с колорблоком,Мужской,Китай,"Джемпер с геометрическим жаккардом

- C-горловина
- Длинные рукава
- Структурная вязка
- Металлический лейбл

Размер модели на фото: M (32/32)
Рост модели на фото: 188 см.
Параметры модели на фото:
грудь: 101
талия: 80
бёдра: 100

Страна производства: Китай
Состав
100% Хлопок",Джемперы,https://img.ostin.com/upload/mdm/media_content/resize/526/686_950_c749/39399360299.jpg,2199,0,create
Футболка с блеском ,Женский,Китай,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/78d/686_950_bb57/39347330299.jpg,800,5,create
Хлопковая футболка с вырезом «лодочка»,Женский,Китай,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/8c2/686_950_9884/37375850299.jpg,950,20,create
